street,sic_name,employees,Longitude,Latitude,firstyear,lastyear
485 Plainfield Street 943 2343,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45453192,41.8133889,1953,1994
209 Horizon Dr,Petroleum Refining & Related Industries,NA,-71.1967063,41.66520816,2006,2010
46 Aquidneck Dr,Primary Metal Industries,0-49,-71.15606463,41.66445732,2012,2012
199 Amaral St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.34905586,41.80300903,1983,2012
110 Tweed Street,Paper & Allied Products,0-49,-71.3568224,41.89058153,1953,1981
21 Eddy St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4139183,41.82433949,1953,1953
75 Russe 614 4,Leather & Leather Products,0-49,-71.43875429,41.79175352,2002,2002
564 Manton Ave,Fabricated Metal Products,50-99,-71.45963722,41.82621074,1983,2012
1002 Plainfield Street Johnston,Chemicals & Allied Products,0-49,-71.46735824,41.8042056,1975,1998
8 Stillson Road Richmond,"Stone, Clay, Glass & Concrete Products",0-49,-71.68421261,41.51885629,1988,1988
132 Kingstown Road,Food & Kindred Products,NA,-71.46620861,41.4331021,1981,2012
54 Division St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.45221886,41.66383837,1953,1981
480 Jefferson Boulevard Warwick,Industrial & Commercial Machinery,100-249,-71.44079374,41.73459946,1983,1988
1471 Elmwood Avenue Cranston,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.42401929,41.76984416,1991,1991
180 Davis Dr,Paper & Allied Products,0-49,-71.6849893,41.93615896,2002,2002
Iggsgglain St,Paper & Allied Products,0-49,-71.68273951,41.93891323,2006,2006
235 Singleton Street Woonsocket,Textile Mill Products,NA,-71.52880815,42.01171848,1991,2008
52 Carpenter Street,"Printing, Publishing & Allied Industries",NA,-71.42134061,41.82080449,1953,1961
34 Pond Street,"Printing, Publishing & Allied Industries",NA,-71.40523334,41.81723209,1963,1967
20 WestBeld Street,"Printing, Publishing & Allied Industries",0-49,-71.42482966,41.8100636,1969,1969
635 Prospect St,"Printing, Publishing & Allied Industries",0-49,-71.36762652,41.8599801,2008,2012
1 Main Street Scituate,"Printing, Publishing & Allied Industries",0-49,-71.51617388,42.0002256,1953,2006
386 Branch Ave,"Printing, Publishing & Allied Industries",0-49,-71.41836876,41.84951084,1953,1953
124 Commodore Street,"Printing, Publishing & Allied Industries",0-49,-71.41825001,41.84882671,1959,1961
345 Woonasquatucket Avenue,"Printing, Publishing & Allied Industries",0-49,-71.47682359,41.84538816,1967,2010
10103 Plainfield St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.47220174,41.78892505,1981,1981
12 Nash Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.38379993,41.71511335,1963,1998
73 Dorrance St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41119384,41.82317427,1953,1963
128 North Main St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40964963,41.82848336,1953,1979
70 Sims Avenue,Fabricated Metal Products,50-99,-71.43342376,41.82643083,1959,1959
85 South Street 169 South Angeli Street,Fabricated Metal Products,50-99,-71.40898902,41.81695848,1959,2010
375 Valley Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43717208,41.82702745,1981,2006
280 Kinsley Ave,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.4281913,41.82844212,1953,1981
11 Bowen St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40977205,41.83014025,1953,1953
45 River Avenue Providence,Rubber & Miscellaneous Plastic Products,0-49,-71.43589317,41.82910418,1959,2012
62 Hendricks St,Fabricated Metal Products,0-49,-71.4037275,41.88796597,1953,1961
92 Clay Street,Fabricated Metal Products,0-49,-71.38899037,41.88359652,1963,1963
200 Martin St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.36600364,41.80122312,2008,2012
9 Industrial Rd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45641434,41.78794864,1975,2008
350 Kinsley Avenue,"Stone, Clay, Glass & Concrete Products",0-49,-71.42880046,41.82833667,1961,1998
2512 10MM 24 9MM 945 Park AVG,Rubber & Miscellaneous Plastic Products,0-49,-71.43977579,41.78086618,2002,2002
23 Brown St,Lumber & Wood Products Except Furniture,100-249,-71.45263813,41.56936155,2012,2012
667 Providence St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.52220098,41.98699068,1983,1994
50 Middle Street,Rubber & Miscellaneous Plastic Products,0-49,-71.37902536,41.88310483,1973,1975
260 Dexter Street,Food & Kindred Products,0-49,-71.42807769,41.80937374,1973,2006
86 Tremont St,Textile Mill Products,50-99,-71.38990983,41.89389699,1953,2012
5600 Post Rd,Industrial & Commercial Machinery,0-49,-71.46629847,41.64255755,2002,2002
3305 S County Trt,"Electronics, Electrical Equipment & Components",0-49,-71.49272575,41.60844657,2010,2012
136 Mishnock Rd,Industrial & Commercial Machinery,0-49,-71.58398302,41.65821816,2008,2012
19 Hopkins Hill Road Covenhy,Fabricated Metal Products,0-49,-71.56863321,41.68172051,1988,1991
265 York Avenue,Furniture & Fixtures,0-49,-71.36476287,41.86684762,1967,1967
321 High St,Fabricated Metal Products,0-49,-71.27479157,41.67322372,2012,2012
334 Pleasant Stseet,Rubber & Miscellaneous Plastic Products,50-99,-71.38534192,41.8691794,1973,1998
21 Sabin Street Pawtucket,Chemicals & Allied Products,50-99,-71.37113429,41.88518089,1959,1998
1985 Mendon Rd,"Printing, Publishing & Allied Industries",0-49,-71.44017122,41.94888225,2002,2008
65 Montebello Rd,Industrial & Commercial Machinery,0-49,-71.4412261,41.72582924,1998,2006
75 New England Way Warwick,Industrial & Commercial Machinery,0-49,-71.46216502,41.69505623,1979,1998
Div W H Nichols Co,Industrial & Commercial Machinery,50-99,-71.44693448,41.7513884,1981,1981
471 1 2 Atwood Ave,Food & Kindred Products,0-49,-71.47222854,41.78873265,1986,1986
1265 Mendon Rd,Chemicals & Allied Products,0-49,-71.48050828,42.00178921,1959,2008
313 Pond St,Lumber & Wood Products Except Furniture,0-49,-71.5119458,42.00976132,1953,1994
127 Canton Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44245299,41.83240015,1973,1979
98 Academy Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44378563,41.82724841,1983,1988
85 Bay Spring Avenue Barrington,Primary Metal Industries,0-49,-71.34499122,41.74817417,1967,1991
42 South Main St,Textile Mill Products,0-49,-71.51640628,41.99929438,1953,1991
1243 Mineral Spring Avenue North,Industrial & Commercial Machinery,NA,-71.43364232,41.86854324,1973,1994
748 Winter St,Textile Mill Products,50-99,-71.51205833,42.01403056,1953,1961
219 West St,Textile Mill Products,0-49,-71.51673213,42.00440276,1953,1969
15 Webb St,"Stone, Clay, Glass & Concrete Products",NA,-71.44723912,41.75295793,1961,2012
96 Horse Neck Rd,Industrial & Commercial Machinery,0-49,-71.40195075,41.69925249,2008,2012
166 Tremont St,Food & Kindred Products,0-49,-71.39345138,41.89349158,1967,1994
1 1,"Printing, Publishing & Allied Industries",NA,-71.50026095,41.92765342,1979,2006
540 Manton Avenue Providence,Jewelry & Other Miscellaneous Manufacturing,NA,-71.45892932,41.82607284,1981,2002
Pine and Barton Sts,Textile Mill Products,0-49,-71.39191007,41.88007305,1953,1953
1405 Broad Street,Textile Mill Products,0-49,-71.38956366,41.89876107,1959,1959
91 North Main Street,Finished Products from Fabrics,NA,-71.28701586,41.73680253,1959,1963
859 West Main Road,Food & Kindred Products,0-49,-71.26486496,41.59410636,1967,1983
475 Douglas Pike,Leather & Leather Products,0-49,-71.4953529,41.89418469,2008,2010
823 Waterman Avenue East Providence,"Stone, Clay, Glass & Concrete Products",50-99,-71.35038929,41.81277803,1988,1991
27 Dryden Lane,Leather & Leather Products,NA,-71.4093058,41.84284553,1953,2002
661 Westminster St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41918744,41.81875774,1953,1963
762 West Shore Road,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.38228221,41.72388282,1959,1961
6 Industrial Drive,Primary Metal Industries,0-49,-71.54863406,41.91636417,1981,2008
412 Thames St,Rubber & Miscellaneous Plastic Products,0-49,-71.27870279,41.67274341,1988,2010
176 Mayfield Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46956271,41.7345962,1979,1983
15 Puritan Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45186487,41.79287465,1953,2012
417 Roosevelt Avenue,Fabricated Metal Products,0-49,-71.38223374,41.88470644,1963,2010
15 Winter St,Fabricated Metal Products,0-49,-71.42262931,41.81821796,1953,1953
63 67 Willard Avenue,Fabricated Metal Products,0-49,-71.40863333,41.80929598,1959,1967
6 Sabin St,Industrial & Commercial Machinery,0-49,-71.3712056,41.88494774,2010,2010
640 Winter Sheet Woonsocket,"Stone, Clay, Glass & Concrete Products",NA,-71.51311039,42.01388053,1988,1988
4 Warren Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47946725,41.84639613,1961,2012
333 Cottage St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.36895298,41.88550597,1983,1991
1141 Federal St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42505931,41.82342478,1953,1953
1909 Alden Lndg,Transportation Equipment,0-49,-71.28689146,41.58666489,1998,2012
320 Washington Street,Industrial & Commercial Machinery,0-49,-71.53035348,41.69850735,1953,2006
110 Stewart Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.41714016,41.81593337,1953,1959
623V Killingly Street 02919,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47277814,41.82869868,1973,1973
50 Pennsylvania Avenue,Fabricated Metal Products,0-49,-71.4424582,41.7412906,1971,1986
2 Lonsdale Ave,Jewelry & Other Miscellaneous Manufacturing,500+,-71.39878008,41.86874731,1983,1998
295 Harris Avenue Providence,"Printing, Publishing & Allied Industries",NA,-71.42960929,41.82593444,1969,1998
575 Lonsdale Ave,Paper & Allied Products,50-99,-71.400175,41.88213588,1998,2010
5 Catamore Blvd,Precision Machinery,50-99,-71.34155495,41.80560776,2002,2002
275 W Natick Rd it 400,Precision Machinery,100-249,-71.48434504,41.72896065,2006,2010
12 SheEield Ave,Precision Machinery,0-49,-71.31192537,41.50188289,1953,1953
146 West River Street Providence,Chemicals & Allied Products,NA,-71.41415235,41.84351908,1953,1988
51 Bassett Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4278658,41.8700584,1953,1963
226 Lark Industrial Pkwy,Industrial & Commercial Machinery,0-49,-71.53567501,41.86770565,2002,2010
425 Dexter Sheet,Precision Machinery,500+,-71.42993785,41.80470523,1969,1969
37 Lark Industrial Pkwy,"Electronics, Electrical Equipment & Components",0-49,-71.53659109,41.86714465,2002,2006
341 Weybosset Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.41395883,41.82040524,1953,1963
373 Market St,Industrial & Commercial Machinery,50-99,-71.27129229,41.75008469,2006,2012
32 Spring Ave West Barrington,Food & Kindred Products,0-49,-71.34908185,41.74773555,1953,1953
494 Dexter Street,Food & Kindred Products,NA,-71.39446773,41.88440884,1963,1975
49 Weybosset Street,"Printing, Publishing & Allied Industries",0-49,-71.40983513,41.82398613,1961,1961
111 W estminster St,Precision Machinery,0-49,-71.41073982,41.82434144,1953,1953
265 Kearney St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4502205,41.76280828,2010,2010
753 West Shore Road Warwick,"Stone, Clay, Glass & Concrete Products",NA,-71.38254792,41.72390918,1988,1994
1150 Jefferson Boulevard Warwick,"Stone, Clay, Glass & Concrete Products",0-49,-71.44703942,41.71692363,1988,1991
3034 Main Rd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.19504716,41.59730178,2010,2010
72 Weybosset St,"Printing, Publishing & Allied Industries",0-49,-71.41009057,41.82361863,1953,1969
43 Roger Williams Ave,Primary Metal Industries,NA,-71.42167779,41.78854616,1953,2002
40 Adams Point Rd,Paper & Allied Products,0-49,-71.29377464,41.72551196,2006,2010
99 Allen Street,Textile Mill Products,0-49,-71.51369976,42.00130552,1953,2002
1260 Oaklawn Ave,Food & Kindred Products,0-49,-71.47765262,41.73508473,1983,2012
1202 Hope St,"Printing, Publishing & Allied Industries",0-49,-71.27949152,41.6971939,1998,2012
6 Davison St,Fabricated Metal Products,NA,-71.50697153,41.99833247,1981,1988
81 Bleachery Ct,Precision Machinery,0-49,-71.46695909,41.7285997,2002,2002
117 Pettaconsett Ave,Precision Machinery,50-99,-71.44476843,41.75177572,1981,2006
3 Ledge Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42027755,41.85312755,1967,1969
642 Charles Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42065349,41.85425696,1971,1979
Rim St,Industrial & Commercial Machinery,NA,-71.38522504,41.89811196,1961,1961
65 Narragansett Avenue Jamestown,Transportation Equipment,0-49,-71.37182703,41.49617065,1988,1991
120 Webster St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.36750297,41.89071418,1953,2002
1272 W Main Rd,Industrial & Commercial Machinery,0-49,-71.29303314,41.53382045,2006,2010
215 Weybosset Street,Textile Mill Products,NA,-71.41256936,41.82152514,1953,1979
30 Virginia Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40042558,41.79270371,1959,2012
45 Richmond St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41203172,41.82066888,1953,1994
185 Jefferson Boulevard Warwick,Primary Metal Industries,NA,-71.43818966,41.74220312,1971,1991
555 Waterman Ave,Fabricated Metal Products,50-99,-71.3581077,41.81679446,2010,2010
339 Eddy Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40787715,41.81873191,1959,1983
141 Carolina Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39790018,41.79147602,1979,2012
74A Clifford Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44768044,41.86208906,1959,1959
10 Parsonage Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40947206,41.81711917,1953,1963
836 Eddy Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40704222,41.80511144,1967,1975
20 W Extension St,Fabricated Metal Products,NA,-71.31457395,41.48004534,2002,2002
675 West Shore Road,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.38481323,41.72529594,1959,1988
61 West SIIsore Reed,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4727864,41.73006406,1967,1967
45 Fullerton Rd,Industrial & Commercial Machinery,0-49,-71.44062113,41.72636815,1953,2012
Greystone Drive North Providence,Chemicals & Allied Products,100-249,-71.49223974,41.86547003,1988,2008
650 Bald Hill Rd Ste 126,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.48357827,41.72020666,2002,2010
15 Industrial Lane,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.50911031,41.82410229,1979,1994
197 Thurbers Ave,Food & Kindred Products,0-49,-71.40803368,41.7995502,1953,1953
109 Newport Avenue,Food & Kindred Products,0-49,-71.35439366,41.86172613,1959,1969
518 Chalkstone Ave,Food & Kindred Products,0-49,-71.42393568,41.83563216,1953,1961
South County Trail 295 8877,Chemicals & Allied Products,NA,-71.55409767,41.52082398,1975,1975
90 Muddy Brook Rd,"Stone, Clay, Glass & Concrete Products",NA,-71.77249471,41.63344461,2002,2008
40 Armstrong Ave,"Stone, Clay, Glass & Concrete Products",0-49,-71.38412692,41.70339533,2010,2010
60 Edmund St,Food & Kindred Products,50-99,-71.24962879,41.68156452,2010,2010
Carl Street 722 7748,Fabricated Metal Products,0-49,-71.46195141,41.82866962,1975,1975
3 410 Comstock Pkwy 10,Fabricated Metal Products,NA,-71.51292214,41.77660393,2002,2002
75 Pocasset Street Johnston,Industrial & Commercial Machinery,0-49,-71.47598464,41.79783646,1981,2012
31 Commercial St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.38966726,41.76702458,1953,1991
210 Aliens Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40356409,41.80815167,1953,2002
129 Canal Street,Fabricated Metal Products,0-49,-71.40995704,41.82736603,1953,1975
1883 Mineral Spring Avenue,Fabricated Metal Products,NA,-71.41412587,41.84356359,1959,1983
28 Volturno Street,Fabricated Metal Products,NA,-71.42639224,41.86329821,1959,1963
1703 Pennsylvania Ave,Food & Kindred Products,0-49,-71.41641299,41.75304121,2002,2002
36 Jefferson Blvd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43506239,41.75239773,2006,2006
27 Mill Street Johnston,Primary Metal Industries,0-49,-71.48566987,41.79560736,1969,2010
112 Dillabur Ave,Rubber & Miscellaneous Plastic Products,50-99,-71.41837657,41.59187967,2008,2012
793 Waterman Avenue East Providence,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.35083471,41.813022,1988,1991
84 Cranston Street,Furniture & Fixtures,NA,-71.42385455,41.81600663,1959,1963
65 Dyerville Avenue _,Transportation Equipment,0-49,-71.47032273,41.82738239,1959,1988
NA,Textile Mill Products,0-49,-71.23630899,41.7125452,1967,1994
155 Messer St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43555119,41.81113641,1967,2002
1 Blue Water Ter,Fabricated Metal Products,0-49,-71.69223955,41.87658582,2008,2010
4 Carol Dr,Primary Metal Industries,50-99,-71.4806273,41.92296552,1979,2012
150 Dupont Dr,Lumber & Wood Products Except Furniture,0-49,-71.43671,41.798418,2002,2012
711 Branch Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42824747,41.85360872,1963,1988
33 Meeting Street Cumberland,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39205754,41.89950753,1991,2008
582 Great Rd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.54871071,41.99866108,2006,2012
1275 Park East Dr,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.46653111,42.00135906,2008,2012
1 Kenney Dr,Jewelry & Other Miscellaneous Manufacturing,500+,-71.45639979,41.74370844,1959,2012
2 Slater Rd,"Stone, Clay, Glass & Concrete Products",100-249,-71.45398092,41.74669845,2008,2010
460 Buchanan St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.4154646,41.86090802,1979,1991
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4227475,41.82156925,1959,1994
357 Westminster Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41461437,41.82156626,1953,1979
180 Mill St,Primary Metal Industries,NA,-71.49810638,42.01274064,1953,1986
1200 Charles St,"Printing, Publishing & Allied Industries",0-49,-71.42743752,41.87123296,2008,2010
10 Abbott Park Place,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.41366197,41.82036454,1953,1975
